WP_000978094.1,WP_200785710.1,44.149,376,189,5,7,364,4,376,3.14e-110,332,65.43
WP_000978094.1,WP_162241819.1,37.288,354,199,7,18,367,4,338,4.52e-68,223,55.08
WP_000978094.1,WP_081682265.1,42.623,305,158,7,85,379,62,359,1.09e-66,219,58.36
WP_000978094.1,WP_123299537.1,36.119,371,213,10,19,374,22,383,1.48e-65,217,56.33
WP_000978094.1,WP_058640426.1,41.776,304,162,5,85,379,101,398,2.14e-65,217,57.89
WP_000978094.1,WP_076509845.1,36.649,382,220,9,12,379,1,374,3.63e-65,216,53.40
WP_000978094.1,WP_200786946.1,39.506,324,181,4,52,366,62,379,3.58e-64,214,55.56
WP_000978094.1,WP_022775529.1,36.646,322,192,5,54,371,78,391,3.79e-64,214,56.83
WP_000978094.1,WP_086924587.1,34.783,368,221,7,3,362,5,361,5.19e-63,210,52.99
WP_000978094.1,WP_068641215.1,37.772,368,206,9,11,365,16,373,1.25e-62,209,54.62
WP_000978094.1,WP_201693339.1,38.211,369,204,9,14,366,17,377,2.84e-62,209,54.20
WP_000978094.1,WP_135283093.1,38.070,373,195,12,12,362,36,394,4.85e-62,209,53.89
WP_000978094.1,WP_132750994.1,37.435,382,209,10,9,373,33,401,7.38e-62,208,52.62
WP_000978094.1,WP_020722949.1,37.435,382,209,10,9,373,33,401,9.33e-62,208,52.62
WP_000978094.1,WP_082755158.1,38.369,331,180,9,55,372,37,356,1.02e-61,206,58.01
WP_000978094.1,WP_126181795.1,37.435,382,209,10,9,373,33,401,1.07e-61,207,52.62
WP_000978094.1,WP_041376754.1,34.236,406,227,10,1,376,13,408,1.48e-61,207,52.46
WP_000978094.1,WP_204580057.1,40.134,299,163,4,85,374,93,384,3.50e-61,206,57.19
WP_000978094.1,WP_188471057.1,39.373,287,158,7,85,362,95,374,3.84e-61,206,61.67
WP_000978094.1,WP_108330370.1,35.000,380,213,9,6,362,1,369,1.66e-60,204,52.89
WP_000978094.1,WP_196996185.1,35.922,309,190,3,55,362,67,368,2.29e-60,204,56.31
WP_000978094.1,WP_135264625.1,36.605,377,204,9,12,366,17,380,2.81e-60,203,54.91
WP_000978094.1,WP_038208256.1,35.150,367,207,8,11,362,13,363,7.27e-60,202,52.59
WP_000978094.1,WP_105731099.1,37.160,331,193,6,52,374,73,396,1.32e-59,202,55.29
WP_000978094.1,WP_169419960.1,37.265,373,200,11,11,362,2,361,1.34e-59,201,53.35
WP_000978094.1,WP_125965144.1,35.279,377,220,8,12,373,1,368,1.45e-59,201,53.05
WP_000978094.1,WP_161125684.1,36.795,337,192,6,52,374,73,402,1.90e-59,202,54.60
WP_000978094.1,WP_018902939.1,35.714,378,217,10,12,373,1,368,2.44e-59,201,54.23
WP_000978094.1,WP_101491302.1,39.672,305,163,8,84,378,61,354,2.62e-59,200,59.34
WP_000978094.1,WP_192196917.1,41.522,289,152,7,84,362,61,342,4.42e-59,199,59.86
WP_000978094.1,WP_159274080.1,41.297,293,155,7,84,366,61,346,4.52e-59,199,59.04
WP_000978094.1,WP_105748348.1,36.310,336,194,5,52,374,73,401,5.26e-59,201,54.46
WP_000978094.1,WP_126019700.1,36.148,379,218,11,9,373,33,401,5.48e-59,201,53.03
WP_000978094.1,WP_157397742.1,36.413,368,199,9,17,362,22,376,6.07e-59,200,53.80
WP_000978094.1,WP_139701061.1,41.869,289,151,7,84,362,61,342,6.22e-59,199,59.52
WP_000978094.1,WP_153285809.1,41.176,289,153,7,84,362,61,342,6.35e-59,199,59.86
WP_000978094.1,WP_200934336.1,38.796,299,168,5,84,373,61,353,6.49e-59,199,58.19
WP_000978094.1,WP_206173312.1,37.536,349,202,6,36,373,60,403,6.86e-59,200,53.01
WP_000978094.1,WP_062362012.1,35.809,377,216,11,12,372,1,367,8.41e-59,199,53.85
WP_000978094.1,WP_201177338.1,36.898,374,200,10,11,362,1,360,1.13e-58,199,53.74
WP_000978094.1,WP_132733061.1,36.096,374,202,12,12,365,1,357,1.17e-58,199,52.67
WP_000978094.1,WP_019657990.1,38.318,321,183,7,54,362,60,377,1.20e-58,199,55.76
WP_000978094.1,WP_055896712.1,36.585,369,199,9,20,366,25,380,1.27e-58,199,54.20
WP_000978094.1,WP_082548500.1,41.522,289,152,7,84,362,61,342,1.33e-58,198,59.52
WP_000978094.1,WP_184637973.1,38.138,333,191,6,51,373,74,401,1.44e-58,199,54.05
WP_000978094.1,WP_087745768.1,35.389,373,213,10,19,372,50,413,2.18e-58,199,52.82
WP_000978094.1,WP_051616105.1,36.247,389,218,11,8,377,15,392,2.43e-58,199,52.19
WP_000978094.1,WP_119554309.1,41.176,289,153,7,84,362,61,342,2.80e-58,197,59.17
WP_000978094.1,WP_208856315.1,38.614,303,171,4,84,377,61,357,5.14e-58,197,56.44
WP_000978094.1,WP_099795323.1,39.344,305,164,8,84,378,61,354,9.64e-58,196,58.69
WP_000978094.1,WP_162576929.1,33.516,364,223,5,11,362,9,365,1.05e-57,196,50.27
WP_000978094.1,WP_082818073.1,41.176,289,153,7,84,362,61,342,1.33e-57,196,59.17
WP_000978094.1,WP_083259064.1,41.176,289,153,7,84,362,61,342,1.40e-57,196,59.17
WP_000978094.1,WP_158724287.1,34.711,363,210,7,17,362,17,369,1.60e-57,196,52.07
WP_000978094.1,WP_145743070.1,34.656,378,219,10,12,372,1,367,1.99e-57,196,53.17
WP_000978094.1,WP_209535483.1,34.656,378,219,10,12,372,1,367,1.99e-57,196,53.17
WP_000978094.1,WP_049965788.1,39.803,304,162,8,84,377,61,353,2.56e-57,195,59.21
WP_000978094.1,WP_192322748.1,34.656,378,219,10,12,372,1,367,2.83e-57,195,53.17
WP_000978094.1,WP_084523033.1,38.562,306,162,7,85,378,98,389,2.99e-57,196,55.88
WP_000978094.1,WP_093195186.1,37.237,333,194,6,51,373,74,401,3.45e-57,196,53.15
WP_000978094.1,WP_176664050.1,37.237,333,194,6,51,373,75,402,3.54e-57,196,53.15
WP_000978094.1,WP_093011726.1,37.349,332,191,7,52,373,29,353,3.77e-57,194,56.02
WP_000978094.1,WP_081781321.1,34.853,373,208,11,11,362,30,388,3.85e-57,196,55.50
WP_000978094.1,WP_126468650.1,37.237,333,194,6,51,373,74,401,3.92e-57,196,53.15
WP_000978094.1,WP_176657158.1,35.598,368,209,8,21,373,49,403,3.96e-57,196,50.27
WP_000978094.1,WP_157612557.1,39.373,287,158,4,85,362,93,372,4.06e-57,195,56.45
WP_000978094.1,WP_124465375.1,36.310,336,191,6,52,373,75,401,6.33e-57,195,52.98
WP_000978094.1,WP_056511742.1,39.474,304,163,8,84,377,61,353,6.39e-57,194,59.21
WP_000978094.1,WP_095747454.1,38.158,304,168,7,84,377,61,354,6.46e-57,194,57.89
WP_000978094.1,WP_056587730.1,39.803,304,162,8,84,377,61,353,7.74e-57,194,59.21
WP_000978094.1,WP_086920903.1,34.447,389,229,10,2,374,1,379,8.70e-57,194,52.19
WP_000978094.1,WP_162583146.1,32.692,364,227,5,11,362,9,366,9.03e-57,194,51.65
WP_000978094.1,WP_068684775.1,34.066,364,221,9,11,362,9,365,9.28e-57,194,53.02
WP_000978094.1,WP_126745559.1,39.024,287,159,4,85,362,93,372,9.61e-57,194,56.10
WP_000978094.1,WP_093058353.1,36.637,333,196,6,51,373,74,401,1.05e-56,194,53.15
WP_000978094.1,WP_084217329.1,40.138,289,156,7,84,362,60,341,1.10e-56,193,58.82
WP_000978094.1,WP_080666851.1,38.889,288,161,5,84,362,61,342,1.11e-56,193,58.68
WP_000978094.1,WP_080966560.1,38.889,288,161,5,84,362,61,342,1.12e-56,193,58.68
